[-0.14, 0.99, -0.78]	[-0.94, 1.36, -1.93]	[1.05, 1.01, -1.04]	[1.54, 1.4, 2.11]	[-0.43, 0.1, 0.5]
[-0.32, 2.07, -2.47]	[-1.01, 1.69, -0.01]	[1.73, 1.63, 1.38]	[1.25, 1.58, -2.09]	[-0.37, 1.12, -1.07]
[1.09, 1.36, 1.55]	[1.65, -0.82, -0.87]	[-1.42, 1.95, 0.0]	[-1.6, 1.74, 0.49]	[-1.95, 1.05, -0.64]
[-0.09, 0.0, -0.78]	[-2.28, -0.02, -1.73]	[1.35, -1.35, -1.17]	[2.16, -0.08, 0.47]	[1.32, 1.24, -0.58]
[-2.49, -1.32, -1.23]	[-1.08, -0.62, 0.71]	[-1.26, 0.38, -1.61]	[0.87, -1.87, -0.45]	[0.3, -2.18, -1.47]
[0.75, 0.6, 0.01]	[1.71, -0.05, 0.59]	[-2.09, 0.88, -1.73]	[0.13, 1.75, -1.52]	[-2.44, -1.47, 0.95]
[-0.01, 0.04, -1.83]	[-1.66, 0.97, -0.13]	[-0.22, 0.64, 2.44]	[-0.62, -1.77, -1.69]	[1.9, 0.67, 2.29]
[-1.17, -2.07, 1.61]	[2.34, 1.8, -2.27]	[0.33, 0.44, 2.42]	[-1.96, 2.15, 0.32]	[2.26, -1.56, 2.42]
[-1.76, -0.74, -2.04]	[-1.17, -0.27, 1.1]	[0.16, 0.62, -1.81]	[-1.01, -1.88, 1.24]	[-0.31, 2.35, -1.34]
[-0.26, -2.0, -2.05]	[1.65, 2.11, -1.22]	[-2.47, -0.63, 2.36]	[1.63, -0.22, -1.23]	[2.0, -1.15, -1.44]
