[-1.73, -1.29, -2.22]	[2.42, 1.24, 1.66]	[0.64, 2.21, -1.04]	[2.38, -1.57, 1.64]	[0.92, -1.87, 1.94]
[-1.14, -1.19, -2.48]	[1.85, -0.12, 1.59]	[-0.42, 1.75, 1.63]	[1.32, -0.2, 1.65]	[-1.47, 1.84, -0.48]
[1.6, -1.88, 0.69]	[-0.29, -2.35, 0.12]	[1.91, -1.99, 1.55]	[-2.0, 2.19, -0.86]	[0.99, 0.09, 0.49]
[0.96, -1.51, 1.88]	[0.77, 0.63, 1.39]	[-2.45, 1.82, 0.31]	[0.05, 0.21, 0.76]	[2.45, -0.75, -2.47]
[1.78, 1.15, 1.64]	[-0.67, 2.04, 0.06]	[0.44, -0.62, 1.02]	[0.2, 1.18, 0.91]	[1.66, 0.45, -0.17]
[-2.3, 0.61, 1.98]	[-1.35, 0.91, 1.84]	[-0.6, -1.61, 0.62]	[0.29, 0.6, 0.02]	[-1.85, -1.38, 0.02]
[-0.98, -2.49, 0.1]	[-2.14, -1.03, -0.86]	[-1.29, 0.14, -0.66]	[1.81, 1.57, 1.4]	[1.58, 0.97, -0.86]
[0.05, -0.59, -2.11]	[1.01, -0.2, 0.51]	[2.12, -2.15, 0.33]	[2.39, 0.76, 1.65]	[0.49, -0.38, -1.06]
[1.13, 2.21, -1.21]	[-2.39, 2.11, 0.76]	[2.4, -0.63, 0.54]	[0.2, -0.02, 0.08]	[-0.99, -2.18, 0.14]
[-0.9, -0.43, 2.5]	[-2.43, 1.03, 0.28]	[2.46, -2.4, 1.01]	[-1.83, 0.08, -2.07]	[1.1, 1.85, -1.9]
