[-0.41, -2.34, -1.67]	[1.18, 1.42, -1.27]	[0.84, 2.05, -0.41]	[-1.96, 1.11, 1.8]	[0.97, 1.67, 0.04]
[0.59, 0.93, 1.68]	[0.69, -0.22, 0.04]	[-1.75, 1.93, 0.33]	[1.53, 0.0, 1.83]	[-0.36, 1.64, -1.46]
[-0.39, -1.1, 0.83]	[1.61, 2.47, -1.1]	[-1.91, 1.64, -2.14]	[-0.99, -0.75, -0.07]	[-0.66, 0.73, -0.62]
[-0.77, -1.25, 1.67]	[-0.45, -1.38, -0.34]	[-1.93, -0.68, -1.4]	[1.98, -0.26, -1.03]	[0.91, -1.07, -1.8]
[-2.34, 2.28, -0.37]	[2.16, -1.86, -2.1]	[2.36, -1.93, 0.98]	[-2.17, -0.61, -2.41]	[0.91, 0.93, -2.46]
[-1.6, -1.21, 1.3]	[0.62, -0.56, 2.28]	[1.64, 0.23, -2.02]	[-2.27, -0.7, -1.19]	[-2.21, -0.18, 2.08]
[1.19, -2.44, 0.26]	[-0.85, 2.24, -0.35]	[-1.64, 0.84, 1.66]	[1.73, -0.89, 1.14]	[1.71, 2.27, -1.17]
[-0.82, 0.79, -2.17]	[1.17, 1.4, 1.13]	[-0.56, -1.46, 1.29]	[2.32, 0.11, -0.65]	[-1.37, -0.69, 0.82]
[1.74, -0.87, -0.78]	[-2.31, -1.23, -0.32]	[-1.93, 2.06, -2.02]	[-1.86, 0.46, 0.17]	[0.04, -0.35, -2.38]
[0.67, -2.04, 0.94]	[2.3, -1.81, -0.21]	[-1.14, 2.18, -1.93]	[0.11, -2.42, -0.66]	[1.1, -1.77, 1.65]
