1	0.03381772630960408
2	0.1547165003806706
3	2.8222278644299327e-05
4	0.023206624809391403
5	0.01609133417050532
6	0.00014109546238203722
7	0.003900167583368235
8	0.00015049897226543656
9	0.007405663045390023
10	0.15311497275792466
11	5.644296420465272e-05
12	0.040030912144244035
13	0.00018811843270968333
14	9.407603224093768e-06
15	0.0031931452455444785
16	2.8222278644299327e-05
17	2.822199100414242e-05
18	0.0006861879638525882
19	0.001483857508363804
20	9.407603224093768e-06
21	0.011454319239714749
22	9.407603224093768e-06
23	2.8222278644299327e-05
24	0.0018209053716335185
25	5.644296420465272e-05
26	0.00031969787365463916
27	0.00020692638177545046
28	0.0003290695218591197
29	0.00019752249574723054
30	5.644117198521353e-05
31	9.407603224093768e-06
32	0.04863967260600507
33	5.644296420465272e-05
34	0.002756223210381748
35	5.644296420465272e-05
36	0.00014109546238203722
37	9.407603224093768e-06
38	4.703624602719558e-05
39	0.00011287617077013655
40	5.644296420465272e-05
41	2.8222278644299327e-05
42	9.407603224093768e-06
43	4.703471932174738e-05
44	2.8222278644299327e-05
45	9.407603224093768e-06
46	0.005866787564285044
47	5.644296420465272e-05
48	9.407603224093768e-06
49	0.00016930304925216844
50	5.644296420465272e-05
51	9.406806682120799e-05
52	2.8222278644299327e-05
53	0.027904192794588653
54	9.407603224093768e-06
55	5.644241105050482e-05
56	2.8222278644299327e-05
57	8.466037509245055e-05
58	2.8222278644299327e-05
59	5.644296420465272e-05
60	2.8222278644299327e-05
61	2.8222278644299327e-05
62	0.0019031893965066086
63	7.5255869531585e-05
64	9.407603224093768e-06
65	0.006017109571475486
66	0.015676042321123254
67	0.0001034738999520285
68	9.407603224093768e-06
69	0.00015990518154107764
70	0.0010900703230231604
71	0.009921942213539248
72	2.8222278644299327e-05
73	5.644117198521353e-05
74	0.002138738474150937
75	2.8222278644299327e-05
76	9.407603224093768e-06
77	3.762855429843814e-05
78	9.407603224093768e-06
79	5.6441813644025084e-05
80	0.00014109546238203722
81	0.0005922446886071456
82	0.00018810285588887856
83	0.0001504858735752144
84	0.0001034738999520285
85	9.407603224093768e-06
86	2.8222278644299327e-05
87	0.0005265014109569249
88	0.00037609081059815624
89	0.0006204488459215598
90	9.406308843387693e-05
91	0.00014109546238203722
92	9.406521254580484e-05
93	9.407603224093768e-06
94	0.0004231669058501662
95	5.644296420465272e-05
96	0.00026334598074889606
97	0.00025394074502455526
98	0.00012228386249889397
99	2.8222278644299327e-05
100	2.8222278644299327e-05
101	9.407603224093768e-06
102	9.406308843387693e-05
103	0.0011088437552700988
104	9.407603224093768e-06
105	2.8222278644299327e-05
106	0.0010337059509598406
107	6.584950537278252e-05
108	5.644296420465272e-05
109	9.407603224093768e-06
110	0.00014109546238203722
111	5.644296420465272e-05
112	0.00039495940748469866
113	0.003820336288239247
114	9.406806682120799e-05
115	3.762855429843814e-05
116	9.407603224093768e-06
117	9.406806682120799e-05
118	9.407603224093768e-06
119	2.8222278644299327e-05
120	0.00019752249574723054
121	0.0055400331252918635
