Reflection: 0
Expansion: 0
OuterContraction: 5
InContraction: 0
Shrink: 95
K_max	Best Sigma	Accuracy
10	0.7909556927981612	0.973015873015873
20	0.7909556927981612	0.973015873015873
30	0.7909556927981612	0.973015873015873
40	0.7909556927981612	0.973015873015873
50	0.7909556927981612	0.973015873015873
60	0.7909556927981612	0.973015873015873
70	0.7909556927981612	0.973015873015873
80	0.7909556927981612	0.973015873015873
90	0.7909556927981612	0.973015873015873
100	0.7909556927981612	0.973015873015873
---------
10	0.7909556927981612	0.9130434782608695
20	0.7909556927981612	0.9130434782608695
30	0.7909556927981612	0.9130434782608695
40	0.7909556927981612	0.9130434782608695
50	0.7909556927981612	0.9130434782608695
60	0.7909556927981612	0.9130434782608695
70	0.7909556927981612	0.9130434782608695
80	0.7909556927981612	0.9130434782608695
90	0.7909556927981612	0.9130434782608695
100	0.7909556927981612	0.9130434782608695
