Reflection: 2
Expansion: 0
OuterContraction: 3
InContraction: 1
Shrink: 94
K_max	Best Sigma	Accuracy
10	0.42385432426177777	0.9666666666666667
20	0.42385432426177777	0.9666666666666667
30	0.42385432426177777	0.9666666666666667
40	0.42385432426177777	0.9666666666666667
50	0.42385432426177777	0.9666666666666667
60	0.42385432426177777	0.9666666666666667
70	0.42385432426177777	0.9666666666666667
80	0.42385432426177777	0.9666666666666667
90	0.42385432426177777	0.9666666666666667
100	0.42385432426177777	0.9666666666666667
---------
10	0.42385432426177777	0.8840579710144928
20	0.42385432426177777	0.8840579710144928
30	0.42385432426177777	0.8840579710144928
40	0.42385432426177777	0.8840579710144928
50	0.42385432426177777	0.8840579710144928
60	0.42385432426177777	0.8840579710144928
70	0.42385432426177777	0.8840579710144928
80	0.42385432426177777	0.8840579710144928
90	0.42385432426177777	0.8840579710144928
100	0.42385432426177777	0.8840579710144928
