[-0.34, -2.46, -1.08]	[-2.43, -0.92, -2.18]	[-1.29, -0.92, -2.3]	[-1.96, 2.4, 1.02]	[-0.48, 1.72, 1.42]	[-2.15, -1.66, 1.29]
[-1.1, 2.14, -2.2]	[-1.03, 1.54, -0.96]	[2.33, 1.52, -1.31]	[-0.56, 0.7, -0.38]	[0.15, 2.48, 2.44]	[-1.67, 2.17, 1.89]
[1.15, -2.08, 1.6]	[1.47, -0.24, -1.75]	[-2.07, 2.32, 0.63]	[0.6, 1.33, -1.93]	[-0.65, -2.06, 0.98]	[0.91, 0.23, -2.07]
[1.96, 0.11, 0.52]	[-1.12, 1.82, 2.38]	[-0.21, 2.23, -0.29]	[-1.09, 1.34, 1.88]	[2.24, 1.49, 0.08]	[-0.84, -0.68, -1.61]
[0.84, -2.23, 0.08]	[0.72, 2.15, -0.83]	[1.53, 0.28, -1.87]	[1.85, -1.9, 1.74]	[-1.35, 0.86, 2.49]	[-0.79, 1.9, 0.81]
[-0.21, -0.04, 2.47]	[1.4, -0.33, -1.21]	[-0.53, -0.28, 2.38]	[-0.22, 1.62, 0.16]	[2.33, 2.23, 0.33]	[2.37, -2.25, 0.33]
[1.65, -0.48, 1.05]	[-1.35, 2.39, -2.45]	[1.62, 0.64, 1.12]	[1.58, 0.52, 1.4]	[-1.84, -0.99, -2.39]	[-1.63, -1.92, 1.22]
[-2.42, -0.32, -2.13]	[2.34, -1.5, 0.88]	[-1.24, 1.9, 0.1]	[-2.01, -2.45, -0.33]	[-0.33, 1.6, -1.39]	[-2.4, 0.22, -2.09]
[0.41, -1.13, 1.42]	[-0.91, 2.05, 1.97]	[-2.05, -0.05, 0.34]	[-0.27, -0.37, -2.11]	[0.89, -2.07, -2.26]	[2.42, 0.46, 0.78]
[0.59, -1.94, 1.14]	[-2.27, -0.34, 0.31]	[-1.2, 2.06, -0.64]	[0.14, -1.6, 2.48]	[-2.12, 1.85, -1.52]	[-0.61, 0.09, -0.31]
