[0.39, 1.64, 2.37]	[1.16, 2.21, 1.91]	[-2.0, -0.63, -2.03]	[-2.45, -1.07, 0.92]	[-2.49, 0.71, 1.24]	[-1.23, -1.44, -0.52]
[-0.56, 0.51, -1.69]	[-1.17, -0.74, 1.09]	[-0.55, 1.1, 1.07]	[-1.18, 0.71, -0.99]	[-0.33, -1.71, 1.71]	[-0.67, -0.99, -0.23]
[-0.31, -0.52, 1.75]	[0.88, -0.64, -2.16]	[-0.25, 1.55, -0.55]	[2.32, -1.48, -1.07]	[2.46, -0.57, 2.49]	[-2.06, -0.03, 0.2]
[-0.99, 1.11, 2.29]	[-1.04, 0.12, 1.47]	[-2.12, 0.74, 2.25]	[0.67, -0.02, 2.03]	[-2.12, 1.58, -0.96]	[-1.9, -0.06, -1.24]
[-2.14, -1.24, 1.84]	[-1.71, 1.32, -0.05]	[-1.87, 1.53, 0.78]	[-0.49, 1.24, 1.46]	[2.32, -1.21, -1.76]	[-1.08, -2.18, 0.09]
[2.19, 1.67, -1.55]	[-0.49, -1.53, -0.39]	[-0.59, 0.68, -2.41]	[-2.5, 1.17, -2.08]	[2.39, 2.25, 2.05]	[-1.82, -1.25, 1.07]
[-1.99, 2.09, -1.03]	[-1.14, 1.61, -2.27]	[-1.79, 0.15, -0.61]	[-0.27, 0.59, 1.15]	[2.39, 0.22, 2.38]	[-2.29, -1.53, 0.17]
[2.15, 1.26, 0.52]	[2.15, -1.78, -1.99]	[-1.34, 1.02, -1.68]	[0.8, 0.64, -1.18]	[-1.12, 1.37, -1.38]	[-1.62, -2.26, 1.95]
[-1.66, -1.26, 0.2]	[-1.05, -0.79, -1.87]	[-0.88, 0.73, -1.46]	[0.85, 0.42, -2.07]	[-2.06, 1.01, 0.17]	[-2.18, -0.63, -2.3]
[-1.93, 2.45, -2.1]	[-2.36, -1.88, -2.1]	[1.56, -2.38, -1.12]	[0.8, 1.14, -2.41]	[1.41, 2.4, 1.59]	[2.14, 2.35, 1.25]
