[2.4, -0.47, 1.48]	[1.86, -0.42, 2.0]	[-0.52, -2.23, -0.84]	[-2.26, -2.47, -2.29]	[-2.06, -2.0, -0.26]	[1.98, 0.5, 0.48]
[2.28, -0.49, 0.86]	[2.32, -1.4, 0.49]	[-0.73, -1.98, 1.29]	[-0.17, -1.28, 2.06]	[-1.37, 0.37, -0.66]	[1.46, 1.98, 1.65]
[-0.32, -1.22, -0.51]	[1.6, 1.72, -2.5]	[2.35, -0.5, -0.82]	[0.39, 0.32, -1.76]	[-1.48, 0.25, 2.17]	[1.18, -0.93, -1.64]
[-1.31, -0.16, 0.91]	[1.18, 0.36, 0.21]	[2.04, -0.65, -1.7]	[0.96, -1.98, -1.59]	[0.98, 1.44, 0.05]	[2.14, -1.78, -0.74]
[-1.76, -0.8, 2.29]	[-0.64, -1.79, 2.05]	[0.92, 0.09, 0.67]	[-0.09, 1.83, 2.35]	[-1.62, -2.1, 1.85]	[-0.25, -2.42, -0.68]
[0.26, -1.0, -0.39]	[-0.56, 1.95, 1.89]	[-0.13, -2.25, -1.22]	[-0.86, 1.5, 1.86]	[-0.01, -0.06, -2.08]	[-2.21, 0.31, -0.43]
[1.79, -1.56, 1.05]	[0.86, -0.46, 0.66]	[-2.15, 2.01, 0.18]	[-1.74, -1.62, 2.39]	[-0.24, 1.28, 1.69]	[-0.09, 0.41, -1.53]
[2.15, -2.23, 1.35]	[-2.23, 0.21, -2.35]	[0.45, -1.49, -0.91]	[-0.01, -1.64, -1.74]	[-1.97, 0.35, -1.0]	[-0.16, -0.2, -2.3]
[-0.67, 1.67, 0.29]	[-0.25, 1.25, -2.2]	[-0.01, 0.51, -1.61]	[0.09, 2.5, 1.91]	[-1.09, -0.13, -1.28]	[0.71, -0.94, 0.08]
[-1.93, 1.42, 1.43]	[0.74, 1.12, -0.82]	[-0.59, 1.54, 2.14]	[1.15, -0.29, -1.02]	[0.87, -2.37, 0.14]	[-1.55, -2.26, -0.37]
