[-2.08, -2.49, 2.07]	[-2.17, -1.09, 1.52]	[-0.7, 0.97, 0.92]	[-1.79, 0.97, 2.31]	[0.41, 1.05, 1.41]	[0.01, 0.44, 2.11]
[0.18, 1.23, 0.3]	[1.3, -1.25, 0.53]	[1.83, -0.72, 1.08]	[-1.52, 1.99, -1.88]	[-1.95, 1.94, -2.03]	[1.49, -0.39, -0.35]
[0.72, -1.07, 0.01]	[-0.45, 0.35, 0.27]	[-0.59, -0.13, -0.05]	[1.24, -1.89, 1.62]	[-2.31, 1.66, -1.55]	[1.59, -1.64, -1.79]
[-1.48, 0.16, 0.32]	[-1.57, -0.59, 2.32]	[2.38, -1.76, 0.61]	[0.46, 1.78, 2.4]	[0.98, 2.38, -1.08]	[-0.8, -2.16, 0.98]
[0.82, -0.99, -2.08]	[1.58, -1.07, -1.59]	[-0.6, 1.1, 0.66]	[-2.44, 0.62, -2.0]	[0.43, -2.38, 0.92]	[1.14, -0.31, -1.5]
[-0.95, -1.5, -0.91]	[-2.14, 1.41, 0.98]	[0.88, 0.26, 1.83]	[-0.17, -2.06, 0.58]	[-2.4, 0.44, -2.01]	[1.27, -2.07, -0.76]
[-2.07, -2.13, 0.77]	[1.56, 0.74, -1.59]	[0.96, -1.32, -1.77]	[0.77, -0.56, 0.8]	[1.85, 0.59, -1.02]	[0.23, 1.85, 0.06]
[-1.32, 0.21, 1.05]	[2.4, 2.09, -2.13]	[-0.79, -2.19, -0.05]	[-0.61, 0.53, -0.92]	[1.42, -0.04, -0.69]	[-0.05, -1.22, -1.47]
[0.5, -1.97, -0.59]	[-0.61, 1.54, 2.06]	[1.16, 2.44, 1.87]	[-1.4, -2.23, 2.12]	[1.82, 0.6, 2.01]	[-2.49, 0.28, -0.17]
[-0.17, 2.37, -0.58]	[-0.49, -0.05, 1.52]	[-1.84, 0.3, 2.29]	[-1.73, 1.06, 1.14]	[-1.22, 1.15, -0.06]	[0.78, 0.77, 0.02]
