[2.4, -1.06, -2.01]	[0.41, 1.06, 0.01]	[-2.01, -0.68, -0.45]	[-0.86, -0.12, 1.55]	[2.21, 2.31, 0.69]	[2.31, -2.29, -1.65]
[-1.73, -0.27, 0.6]	[0.0, 0.23, -1.65]	[-2.03, 1.77, -2.37]	[1.95, -0.2, -0.81]	[0.94, 1.4, 1.21]	[-1.21, 1.69, 2.47]
[0.9, 0.26, 0.72]	[2.04, 0.2, -1.45]	[-1.24, -1.25, 1.36]	[1.9, -0.05, 0.03]	[1.62, -1.7, -0.94]	[-2.17, -0.14, 1.86]
[1.92, -0.55, -2.47]	[1.52, 2.37, -2.18]	[1.08, 1.86, 1.19]	[0.93, -0.58, -1.91]	[-1.06, -1.5, -1.61]	[1.32, 1.08, 1.24]
[1.47, 0.02, 1.85]	[-2.34, -0.72, 2.07]	[-0.38, -1.11, 0.83]	[1.14, 1.81, -2.2]	[0.98, -1.09, -1.62]	[2.41, 1.76, 2.36]
[0.72, -2.48, 0.43]	[1.66, 2.02, -0.48]	[0.88, -0.44, -0.93]	[-1.72, 0.39, -0.27]	[1.3, -0.65, -0.87]	[0.34, 1.1, 1.51]
[1.12, -0.31, 1.59]	[0.52, -2.18, -1.71]	[2.31, 0.17, 2.16]	[0.93, 1.0, -1.64]	[-1.92, -1.3, -1.61]	[-0.11, 1.82, -1.07]
[2.17, -2.3, 0.47]	[2.11, 1.74, -1.22]	[-2.41, -0.6, -1.62]	[-0.38, 0.67, -0.03]	[0.15, 1.79, -0.98]	[2.04, -1.5, 0.72]
[-1.14, -0.69, 2.4]	[2.15, 1.5, 0.46]	[1.54, 1.54, -2.37]	[2.11, 0.58, -2.32]	[-2.38, 0.47, 1.57]	[-0.09, -2.3, 2.19]
[1.0, 0.94, -1.14]	[-1.65, -0.61, 0.99]	[-1.55, -0.7, 1.22]	[2.5, 0.99, 2.01]	[1.91, -2.0, -0.4]	[1.48, 0.23, 1.73]
