[-1.01, 2.22, 1.3]	[-0.24, 0.13, -0.2]	[-0.78, -2.05, -0.01]	[0.27, -1.56, 2.12]	[1.57, 1.37, 1.82]	[-1.13, -0.31, -0.49]
[-0.41, -1.95, 1.15]	[-2.3, -0.41, -0.99]	[-1.79, -1.79, 2.47]	[-2.23, -1.39, 1.46]	[-0.09, 1.44, -2.3]	[1.95, -0.39, -0.59]
[1.41, 1.2, -0.75]	[-1.51, -2.48, -1.38]	[0.59, 0.19, -1.44]	[-2.1, -0.67, 0.46]	[-2.21, 0.81, 2.44]	[-0.7, 2.03, -0.67]
[-2.03, -0.34, 1.52]	[-1.76, -0.34, -1.95]	[1.44, 1.82, 1.1]	[-2.44, 1.75, -1.02]	[2.18, -0.03, -0.81]	[0.11, 2.29, 1.85]
[0.64, -2.14, 0.22]	[-1.82, -2.29, 1.76]	[-1.22, 0.1, 1.11]	[1.59, -1.86, -0.57]	[0.34, 0.75, 0.7]	[-2.33, -0.93, 1.06]
[2.24, -0.47, 1.05]	[-1.48, -0.5, 0.8]	[-0.84, -2.42, -0.21]	[-1.24, -0.26, 0.51]	[-1.53, 1.01, 0.82]	[1.84, 2.27, 1.71]
[-0.96, -1.42, -1.95]	[-0.78, 0.29, -2.09]	[1.82, -2.45, 0.77]	[0.37, -0.13, 0.55]	[0.0, -0.46, 1.46]	[0.13, -0.83, 1.17]
[1.46, 2.49, 2.19]	[2.47, 2.0, -2.27]	[1.27, 0.98, -0.78]	[0.99, 2.41, 2.01]	[1.69, 0.63, -0.8]	[-2.49, 2.29, 2.26]
[2.46, -1.36, 2.47]	[-0.96, -0.47, -0.33]	[2.47, 1.58, -0.15]	[0.4, -1.71, -0.95]	[2.17, -1.49, -1.85]	[-2.07, 0.75, 2.08]
[-1.38, -0.24, -2.36]	[0.46, 1.15, 0.39]	[0.61, 2.02, 0.56]	[-0.28, 1.85, -1.38]	[1.54, -0.26, 0.8]	[2.28, -1.59, 0.2]
