[1.42, -0.94, -2.05]	[-0.82, -0.39, 0.95]	[-1.93, -0.64, -0.46]	[-2.21, -0.78, -2.21]	[2.07, -2.32, 2.04]	[-0.6, 0.09, -1.83]
[-1.72, -2.19, 0.58]	[2.26, 1.01, 1.25]	[1.57, -2.3, 2.09]	[0.89, 1.14, 0.52]	[0.6, -1.5, 2.33]	[-2.38, -2.05, -0.41]
[2.32, 0.44, 1.45]	[-2.15, -0.84, 0.0]	[0.34, -0.41, 2.33]	[-2.49, 0.72, 0.08]	[-0.24, -0.94, -1.73]	[-1.49, -0.46, -1.31]
[1.75, 0.59, 2.12]	[0.16, 1.4, -2.21]	[-0.37, -1.11, 1.65]	[-0.91, 2.18, -1.07]	[1.65, -1.92, 0.93]	[-0.14, -1.17, 1.12]
[0.48, 2.07, -0.03]	[1.4, -1.65, 1.01]	[-1.49, -1.32, -0.04]	[-1.39, 0.62, -1.51]	[-0.28, -1.12, 1.87]	[2.31, -1.66, -0.35]
[-0.99, 2.4, -1.17]	[-2.19, 0.48, -1.86]	[-1.46, -0.63, -2.39]	[0.04, 1.4, 2.11]	[-0.57, -1.95, 1.92]	[-1.7, -0.07, 0.51]
[-1.92, 0.61, 1.41]	[-1.67, -1.67, 2.5]	[1.12, -0.73, -1.84]	[2.18, -0.9, 0.6]	[1.07, -0.04, 1.85]	[0.74, 0.57, 1.29]
[1.47, 0.95, -1.8]	[-1.52, -1.37, 0.34]	[-1.31, 0.98, 0.8]	[0.94, -1.28, 0.59]	[1.88, 0.54, 0.94]	[1.01, -1.16, -0.42]
[0.06, -0.83, -1.37]	[-1.07, -0.3, 2.43]	[-0.18, -0.85, -2.05]	[-1.88, 0.91, 2.32]	[1.9, 1.64, -0.83]	[-1.43, -0.55, 1.91]
[-0.16, -0.17, -2.12]	[1.88, -0.73, -0.42]	[-1.64, -0.61, -1.4]	[2.13, 1.02, -1.22]	[0.73, 0.76, 0.81]	[-1.95, 1.97, -0.53]
