[1.49, -2.17, -0.8]	[-0.73, -2.37, -1.92]	[-0.98, -1.82, -2.25]	[-1.3, -1.43, 0.69]	[-1.09, 1.26, 0.66]	[2.19, -1.18, -2.29]
[-2.19, -2.46, -0.7]	[1.99, 0.35, 2.18]	[0.07, -0.14, 2.25]	[-0.08, -0.35, 0.72]	[0.22, -2.24, -0.39]	[-2.05, -1.71, -1.25]
[-1.8, -0.65, 1.17]	[-1.07, 0.65, 0.07]	[1.54, -0.59, -1.76]	[-0.01, 1.72, 0.96]	[-1.06, -1.91, 2.18]	[-1.6, 2.15, 2.01]
[-1.66, -2.26, -1.47]	[0.58, 1.15, -2.47]	[0.72, -1.09, -0.76]	[0.0, -1.06, 0.56]	[0.34, 1.3, -0.23]	[2.36, 1.42, 1.78]
[0.0, -0.43, -2.39]	[-0.09, 2.44, -0.99]	[-0.01, -1.44, 1.42]	[1.04, 0.46, 2.01]	[-2.18, 2.08, 0.91]	[1.95, -0.65, -1.86]
[2.37, 1.14, 1.64]	[-1.06, 0.43, 0.24]	[-2.37, -2.03, -0.37]	[1.53, -2.35, -0.87]	[-2.43, 0.94, 0.87]	[-1.86, 1.93, 2.11]
[1.8, 0.81, -1.66]	[0.21, 2.0, 0.1]	[1.65, 0.74, -1.67]	[1.73, -2.38, -1.42]	[-1.62, 2.09, -0.69]	[1.27, 1.5, 2.3]
[-2.12, -0.35, 0.37]	[-1.86, -1.91, 1.41]	[1.9, -0.71, 0.81]	[-0.7, -1.68, 1.45]	[0.26, 0.24, 2.02]	[1.82, 0.33, -1.82]
[2.01, -0.23, 0.43]	[0.83, 2.01, 0.1]	[-1.81, -0.77, -0.44]	[0.57, -2.17, -0.55]	[-1.63, 0.51, -1.65]	[1.79, -1.55, 1.21]
[0.03, 0.97, 1.08]	[-0.49, -1.06, 2.04]	[-0.78, 1.9, -0.3]	[-0.97, -1.83, -0.12]	[1.88, 2.28, 2.33]	[1.44, 0.87, -0.06]
