[0.92, 1.78, 0.21]	[-1.42, 1.51, -0.84]	[1.0, 2.08, 0.41]	[1.25, -2.1, 0.94]	[1.85, 0.01, -2.45]	[1.79, 1.4, 0.71]
[-1.24, -1.59, -0.9]	[1.23, -0.04, 0.29]	[2.35, 1.84, 0.06]	[2.22, -1.68, -1.91]	[0.47, 2.28, 0.0]	[2.33, -2.23, 0.67]
[1.39, 1.05, 1.16]	[0.56, 1.71, -1.02]	[-2.4, 0.37, 2.18]	[0.21, 1.11, 0.92]	[-1.35, -0.49, -0.84]	[2.1, 2.4, -1.68]
[-0.41, -1.96, -0.86]	[0.71, 2.17, 0.9]	[-1.49, -1.2, 1.58]	[-1.58, -1.84, 0.42]	[-1.41, -0.85, -0.59]	[-1.15, -1.21, -1.3]
[0.63, 0.59, -0.52]	[-2.29, -1.73, 1.62]	[1.5, -1.12, 1.66]	[1.71, -2.16, 1.96]	[2.35, 0.49, 1.07]	[2.14, -1.24, 0.94]
[1.82, -1.42, -1.39]	[1.42, 1.61, -1.5]	[-1.25, -0.18, -0.84]	[1.12, -2.24, -1.18]	[-1.09, 1.44, 0.67]	[0.07, -2.14, -0.37]
[-2.37, -1.23, 1.8]	[-0.83, 0.03, -2.06]	[-0.27, 0.68, 0.28]	[-0.53, 2.14, -1.59]	[-1.32, -2.49, 2.26]	[-1.72, 1.2, 1.34]
[1.01, 1.52, -1.17]	[1.46, -0.55, 1.53]	[-1.13, 0.65, 2.26]	[-0.02, 1.39, -0.03]	[-2.44, -2.02, -2.21]	[2.12, -1.41, -0.83]
[-1.64, -2.22, -1.11]	[-0.12, 1.24, 1.62]	[1.15, -0.74, 1.18]	[-1.72, 1.91, -1.36]	[-0.92, -0.42, -1.27]	[-0.88, 1.22, 0.86]
[-0.82, -1.82, -1.62]	[1.97, 1.07, 1.82]	[-1.46, -0.72, -2.48]	[-0.12, 1.89, -2.36]	[-0.8, -1.29, 2.21]	[2.09, -0.9, -1.7]
