[0.44, -2.32, 0.48]	[1.6, -2.24, 1.8]	[1.49, 1.86, -1.49]	[-1.79, -1.89, 1.4]	[0.0, 0.02, 0.04]	[0.38, 0.19, 1.74]
[-0.84, 1.38, 0.99]	[1.85, 0.29, -1.94]	[-1.99, -0.31, -1.84]	[-1.46, -1.94, -2.07]	[0.13, 2.22, 0.08]	[0.95, -2.27, 2.13]
[-1.28, 0.5, -0.26]	[-0.56, 0.15, 2.3]	[0.58, 1.81, 1.72]	[1.59, -1.27, 0.75]	[-2.26, 1.76, 0.95]	[-1.93, -0.8, -0.95]
[2.02, 0.35, 1.59]	[1.7, 1.53, 0.56]	[-0.2, 0.57, -1.42]	[-0.76, -0.17, -0.17]	[1.86, -0.08, -1.26]	[0.63, -0.15, 0.8]
[2.36, -1.26, -0.86]	[0.51, -2.37, -0.89]	[2.33, -0.08, -1.03]	[1.33, -1.17, -0.69]	[1.31, 2.2, -1.69]	[1.57, 0.15, 1.45]
[-2.05, 1.59, 0.45]	[1.5, -1.95, -1.98]	[0.6, 0.29, 1.19]	[-0.7, 0.51, 0.48]	[-1.48, -1.51, -1.99]	[0.74, 0.88, 2.17]
[0.54, -2.02, 1.95]	[0.4, -1.9, 0.45]	[-2.04, 1.11, -0.8]	[1.45, -0.7, -1.38]	[2.1, -0.15, 1.32]	[0.57, 1.71, -1.39]
[-0.03, 0.51, 1.34]	[0.31, 0.36, -0.33]	[-0.46, -1.58, -0.64]	[2.49, 1.66, 2.19]	[-1.02, 1.7, 1.92]	[2.25, 0.16, -1.82]
[-1.21, -0.86, -1.35]	[1.31, -0.66, -1.87]	[0.77, -2.49, -2.2]	[1.86, 2.19, -2.48]	[0.31, -2.43, 2.01]	[-0.04, 1.08, -0.62]
[-1.14, 1.74, 1.63]	[-1.07, 0.14, -0.14]	[1.77, -1.19, -2.19]	[1.28, 1.11, -2.09]	[2.11, 1.06, 2.2]	[-0.26, 0.75, 1.86]
