[-0.2, -1.82, -0.66]	[-1.32, 1.05, 2.18]	[1.32, -1.92, -1.08]	[0.69, 1.68, 1.8]
[2.43, -1.46, -0.6]	[-0.12, -0.09, 1.03]	[-1.06, -2.03, 2.24]	[-1.06, -0.53, 2.18]
[-1.58, 1.52, -1.34]	[0.51, -0.1, -0.37]	[2.21, -1.99, -1.41]	[1.97, -1.6, -0.52]
[-0.58, -1.94, -1.68]	[1.57, -0.18, 0.19]	[2.39, 0.88, -1.3]	[0.85, -2.15, 0.91]
[1.33, 1.03, 1.6]	[-0.32, 1.11, -0.74]	[2.08, 2.48, -1.73]	[0.29, 1.44, -0.99]
[-2.31, 1.65, -1.68]	[-1.54, 2.17, -1.58]	[-0.76, 0.79, 0.27]	[0.08, -1.6, -1.89]
[-0.01, -0.75, -0.99]	[-0.02, -0.12, -2.26]	[1.96, 1.89, 1.48]	[-1.67, -1.3, -2.18]
[0.16, 0.36, -1.84]	[1.3, 1.6, 0.15]	[-0.08, -0.34, -0.54]	[1.27, -1.5, -2.1]
[0.93, -1.68, -0.72]	[1.96, 1.77, 0.86]	[0.56, 0.48, -2.44]	[1.13, 1.54, -1.11]
[-1.89, 1.29, 2.02]	[0.59, -1.04, -0.89]	[-2.45, 1.73, -1.56]	[0.33, 0.93, -1.54]
