[-1.72, 0.66, -0.76]	[-0.65, 0.95, -2.31]	[-1.88, -2.19, -1.79]	[-1.94, 0.33, 1.17]
[0.93, 0.96, 1.97]	[2.47, -0.25, -0.17]	[1.46, 2.42, -1.41]	[1.15, 0.51, -2.33]
[1.76, 1.77, -0.59]	[1.01, -1.58, 1.19]	[0.85, -0.57, -0.68]	[0.27, 2.27, -0.12]
[1.34, 2.27, 1.29]	[-2.48, 1.85, -1.76]	[-0.68, -1.92, 1.98]	[-0.69, -0.27, 0.55]
[1.98, -0.88, 2.42]	[-2.25, 1.78, -1.47]	[0.15, -0.71, -1.52]	[-0.96, 0.3, 0.87]
[1.47, 1.83, -0.21]	[1.59, 1.83, -0.96]	[-1.14, -1.4, -1.2]	[-0.54, 0.63, 1.01]
[1.18, 0.94, -2.13]	[-1.57, 1.64, -1.84]	[-1.54, 1.04, 1.45]	[-2.32, -0.05, -0.43]
[-1.67, 2.09, 2.28]	[0.98, 1.76, -0.9]	[-2.24, -1.64, 2.27]	[-0.92, -1.2, 0.95]
[0.12, -0.81, 1.47]	[-2.21, -2.21, 0.73]	[-0.34, -0.37, -1.46]	[-1.67, -1.8, 1.81]
[1.71, 0.25, -0.92]	[1.14, -1.82, -0.54]	[2.11, -1.67, 1.24]	[1.0, 1.82, -0.44]
