[-1.03, -1.79, -2.45]	[0.74, 0.93, 0.19]	[0.5, 1.85, -2.11]	[-2.07, 1.75, 1.25]
[-1.62, 2.41, -0.78]	[-2.18, 2.46, -0.38]	[0.8, -0.26, 0.32]	[-1.52, -2.27, -0.93]
[-0.65, -1.49, 1.99]	[-2.1, -2.25, 2.44]	[-0.83, -0.09, -2.25]	[2.07, -0.11, -1.88]
[-0.14, 0.47, 1.23]	[0.57, 1.76, 2.17]	[-0.82, 1.19, 2.44]	[-2.04, 2.25, -0.14]
[2.0, -2.43, 1.59]	[2.28, -1.77, -1.07]	[1.09, 0.59, -1.88]	[2.14, 2.11, -2.4]
[2.33, 0.71, -2.09]	[1.64, -1.46, -0.61]	[-0.06, 0.14, 2.01]	[0.56, 0.05, 0.86]
[-1.5, -2.33, 0.16]	[1.31, 2.05, 2.42]	[-1.43, 0.48, -1.68]	[-0.88, 1.06, 2.11]
[1.96, 1.58, 0.65]	[-1.07, 1.1, 1.62]	[1.7, 0.46, 0.1]	[-0.12, -2.1, 1.93]
[-0.96, 2.26, -2.0]	[2.06, -1.51, 2.41]	[-1.66, 2.28, 1.57]	[-1.68, 1.0, -1.32]
[0.72, -0.33, -1.78]	[1.47, -1.05, -1.33]	[1.11, 2.35, -2.33]	[0.24, -0.51, -0.68]
