[-1.73, -1.75, 2.34]	[0.32, -0.05, 0.84]	[-2.01, -0.87, -0.07]	[2.04, 2.31, 0.8]
[1.95, -2.39, -1.39]	[1.59, 0.24, -2.39]	[-2.32, -1.28, -0.49]	[-0.81, 2.05, -1.12]
[0.3, -0.02, -1.18]	[2.05, -1.54, 0.47]	[-1.38, -1.07, 2.36]	[0.69, 1.62, 1.84]
[0.35, -1.96, -1.21]	[-0.99, 1.61, 0.96]	[-0.22, 0.1, 1.38]	[-0.39, 2.19, -0.61]
[0.91, -2.37, -1.5]	[-2.07, 0.88, -1.44]	[-1.04, 0.93, -0.39]	[1.13, -0.17, -0.79]
[0.43, 1.53, -0.08]	[1.85, 1.44, 1.69]	[1.5, 1.61, 0.71]	[-0.8, 0.29, -2.13]
[2.02, 1.5, -0.4]	[2.27, 1.82, 1.37]	[0.47, -0.77, -0.29]	[-2.2, 2.18, -2.22]
[1.25, -0.01, -1.73]	[-0.89, -0.35, -0.12]	[-1.08, 1.25, -0.46]	[1.75, 0.46, 0.9]
[-1.45, 1.56, 2.49]	[1.95, -0.45, 0.63]	[-0.72, 2.17, 0.74]	[0.53, -2.47, -1.53]
[0.41, 1.13, -1.2]	[0.55, 0.34, 2.06]	[1.64, 0.51, 1.74]	[-2.23, -1.44, 0.36]
