[0.38, -1.11, -1.72]	[1.17, 1.31, -1.65]	[0.28, -2.22, 1.86]	[-0.76, -1.49, 1.48]
[1.93, -0.65, 0.88]	[0.32, -2.12, 1.37]	[0.71, -1.2, 1.01]	[0.97, -1.16, -2.49]
[-0.26, 2.45, 1.64]	[-2.03, 2.33, -0.5]	[-2.35, -2.4, 2.42]	[2.08, -2.24, -1.4]
[-1.37, -0.76, -2.26]	[-1.64, 2.17, -0.18]	[-1.32, -0.65, -1.77]	[-2.44, -0.2, 0.0]
[1.97, 0.77, -0.28]	[-0.05, 1.25, -2.45]	[0.55, -1.69, 1.23]	[-0.01, -2.2, 1.75]
[-1.86, -1.72, 2.1]	[-0.72, -0.83, -1.06]	[-2.07, 1.14, 0.29]	[-2.41, -0.22, 0.73]
[-0.79, -1.67, -2.28]	[-0.87, 0.21, -1.51]	[-0.27, 1.48, 1.02]	[0.49, -0.35, -0.81]
[0.42, 0.89, 2.05]	[-0.39, -2.18, 0.15]	[1.69, -1.1, 0.01]	[1.74, 2.03, -1.1]
[2.07, 1.5, 1.42]	[0.57, 1.81, 2.16]	[1.01, 0.88, -1.39]	[-1.85, -1.87, -1.82]
[2.34, -2.27, -1.56]	[-2.07, -2.04, -1.62]	[-2.27, -1.93, 2.48]	[0.83, -1.83, -0.25]
