[-0.87, 1.41, 2.05]	[0.54, -0.41, 0.26]	[-0.97, -1.67, 0.26]	[0.38, 0.04, 0.7]
[0.04, 1.91, -1.83]	[1.6, -1.98, -1.39]	[-1.23, -1.15, -1.4]	[0.75, 0.31, 0.15]
[-1.08, 1.84, 0.23]	[-0.06, -0.31, -1.9]	[-2.32, -0.03, 1.79]	[0.89, -0.8, -1.32]
[1.75, 1.64, -0.3]	[-2.49, 0.86, -1.48]	[-0.68, 1.28, 1.73]	[1.73, -2.47, 0.96]
[2.19, -1.85, 1.73]	[-0.26, -0.66, 1.67]	[-0.74, -1.26, -0.97]	[-0.16, -1.48, 1.92]
[0.56, -0.16, -0.39]	[-1.73, -0.23, 0.9]	[-2.23, -0.2, 0.37]	[-2.13, -1.28, 2.32]
[-0.69, -0.34, -2.27]	[-1.3, 1.61, 1.05]	[-1.61, 0.22, -2.34]	[0.9, 1.55, -0.59]
[2.01, -0.99, -2.37]	[0.62, -1.07, -2.11]	[-0.56, 2.37, 0.06]	[0.91, -2.38, 2.36]
[1.41, -2.1, 2.07]	[-1.38, 1.26, -0.17]	[0.83, 0.09, -0.91]	[-1.18, 1.93, 2.14]
[-0.68, -1.3, 1.22]	[1.83, -0.9, 2.15]	[0.51, 2.31, 0.57]	[-1.49, -0.69, -1.13]
