[-2.21, -0.95, -1.78]	[0.72, -1.52, -0.16]	[-0.66, 1.24, -1.06]	[-1.23, -0.91, 0.01]
[-0.03, 1.02, -2.03]	[-1.59, -1.99, 0.55]	[0.49, -1.18, -2.24]	[0.76, 0.93, -1.13]
[1.13, 1.54, -1.3]	[-1.08, 2.5, -1.96]	[-1.37, 1.81, -1.22]	[-0.46, -0.15, -0.65]
[1.25, 1.4, -0.43]	[-1.84, -1.86, 1.67]	[1.56, -2.48, -1.79]	[-1.27, 0.92, 0.79]
[0.64, 0.58, 0.63]	[1.02, 1.2, -1.02]	[2.24, -1.14, -0.73]	[-1.72, 1.81, 1.68]
[-1.58, -0.27, 0.82]	[2.46, 0.86, 1.64]	[-2.27, -0.59, -1.97]	[1.69, -1.21, 0.23]
[1.72, 1.41, 2.11]	[0.93, -1.35, 0.87]	[0.58, -2.06, -2.16]	[1.95, -0.31, 1.57]
[1.49, 1.99, -1.15]	[-0.25, -2.2, -1.23]	[-0.03, 0.1, 1.72]	[0.38, -2.24, 1.14]
[-0.34, 2.21, -0.56]	[-1.03, 1.28, -1.94]	[-1.39, 0.92, 1.05]	[1.27, 0.94, -1.93]
[2.36, -1.88, -1.2]	[-0.6, 2.36, 0.13]	[-0.85, 2.43, -1.91]	[-0.25, 1.61, -1.9]
