[-0.51, 1.22, 0.47]	[0.77, 0.96, 0.14]	[0.9, -0.81, -2.38]	[-0.01, -1.22, -0.77]
[1.47, 1.5, 1.01]	[1.21, -1.34, -1.6]	[-1.95, 0.56, 0.15]	[-1.33, 2.12, -0.71]
[-2.13, 1.84, -2.4]	[1.51, 1.21, 2.3]	[-2.31, 0.88, 0.81]	[1.87, -2.28, 1.96]
[0.28, 0.39, 0.76]	[0.72, -0.57, -1.28]	[0.42, 1.95, 1.05]	[-1.32, -1.63, 2.04]
[-0.36, -0.13, -0.43]	[-1.17, -2.47, -1.16]	[2.1, -1.28, 0.56]	[1.26, -0.82, 2.07]
[-0.64, -1.72, -1.4]	[1.77, 1.27, 0.1]	[1.25, 1.51, 2.36]	[1.13, 1.36, -0.23]
[1.86, -1.15, -0.78]	[-2.32, 2.29, 0.1]	[0.81, 0.97, -1.14]	[-2.11, -2.24, -1.92]
[-1.11, 1.29, -0.08]	[-1.59, 0.98, -1.0]	[1.35, -1.42, 1.51]	[-0.87, 2.11, -1.38]
[-2.33, 0.0, 0.27]	[-0.64, -0.39, 0.86]	[1.31, 2.07, 0.66]	[-1.03, -1.76, -1.87]
[-1.96, -1.21, 0.62]	[-2.08, -1.62, 0.22]	[1.74, -0.98, 1.65]	[0.26, 1.71, -1.94]
