[2.1, 0.86, 1.69]	[0.57, -2.34, 0.52]	[0.69, 1.88, -0.09]	[0.81, -2.03, -2.18]
[-1.86, -1.34, -0.47]	[-0.99, -0.36, 0.73]	[-0.27, -1.02, -1.25]	[-1.54, 0.78, -0.63]
[-1.65, 0.06, -2.49]	[1.02, -1.46, 2.38]	[-2.4, 1.43, 1.69]	[-1.47, 1.74, -1.21]
[0.72, 2.45, -2.0]	[-0.18, -1.15, -1.55]	[-2.09, 1.63, -2.34]	[-2.37, 0.17, 1.53]
[-0.03, -2.04, 1.42]	[0.26, 0.11, 1.48]	[-0.45, -1.66, 0.64]	[-1.72, 2.23, -0.55]
[-2.3, -0.12, 1.5]	[-0.96, -0.56, 1.4]	[1.71, 2.32, -1.38]	[1.16, 0.85, -1.17]
[-0.72, 1.61, -1.65]	[-2.33, -2.22, 1.1]	[2.34, -0.11, -2.27]	[-0.74, -1.77, 0.4]
[0.47, -1.89, 1.27]	[1.69, 1.14, -0.44]	[1.74, -0.19, -1.92]	[-1.5, -0.11, -0.48]
[0.27, 1.94, 2.17]	[0.12, 2.47, -1.29]	[2.22, 0.37, -2.27]	[0.18, -0.61, -1.8]
[-1.05, -2.28, 2.33]	[0.74, 1.1, -1.2]	[-0.09, 1.45, -2.25]	[2.24, 1.15, 2.31]
