K_max	Best Sigma	Accuracy
10	1.0612513758357018	0.9618441971383148
20	0.8208195640078537	0.9634340222575517
30	0.8208195640078537	0.9634340222575517
40	0.8208195640078537	0.9634340222575517
50	0.8208195640078537	0.9634340222575517
60	0.8208195640078537	0.9634340222575517
70	0.8208195640078537	0.9634340222575517
80	0.8208195640078537	0.9634340222575517
90	0.8208195640078537	0.9634340222575517
100	0.8208195640078537	0.9634340222575517
---------
10	1.0612513758357018	0.9714285714285714
20	0.8208195640078537	0.9857142857142858
30	0.8208195640078537	0.9857142857142858
40	0.8208195640078537	0.9857142857142858
50	0.8208195640078537	0.9857142857142858
60	0.8208195640078537	0.9857142857142858
70	0.8208195640078537	0.9857142857142858
80	0.8208195640078537	0.9857142857142858
90	0.8208195640078537	0.9857142857142858
100	0.8208195640078537	0.9857142857142858
