K_max	Best Sigma	Accuracy
10	0.9329446603943693	0.9634340222575517
20	0.9329446603943693	0.9634340222575517
30	0.8376883550991074	0.9650238473767886
40	0.8376883550991074	0.9650238473767886
50	0.8376883550991074	0.9650238473767886
60	0.8376883550991074	0.9650238473767886
70	0.8376883550991074	0.9650238473767886
80	0.8376883550991074	0.9650238473767886
90	0.8376883550991074	0.9650238473767886
100	0.8376883550991074	0.9650238473767886
---------
10	0.9329446603943693	0.9714285714285714
20	0.9329446603943693	0.9714285714285714
30	0.8376883550991074	0.9857142857142858
40	0.8376883550991074	0.9857142857142858
50	0.8376883550991074	0.9857142857142858
60	0.8376883550991074	0.9857142857142858
70	0.8376883550991074	0.9857142857142858
80	0.8376883550991074	0.9857142857142858
90	0.8376883550991074	0.9857142857142858
100	0.8376883550991074	0.9857142857142858
