K_max	Best Sigma	Accuracy
10	0.98899827391246	0.9634340222575517
20	0.98899827391246	0.9634340222575517
30	0.98899827391246	0.9634340222575517
40	0.98899827391246	0.9634340222575517
50	0.98899827391246	0.9634340222575517
60	0.98899827391246	0.9634340222575517
70	0.98899827391246	0.9634340222575517
80	0.98899827391246	0.9634340222575517
90	0.98899827391246	0.9634340222575517
100	0.98899827391246	0.9634340222575517
---------
10	0.98899827391246	0.9714285714285714
20	0.98899827391246	0.9714285714285714
30	0.98899827391246	0.9714285714285714
40	0.98899827391246	0.9714285714285714
50	0.98899827391246	0.9714285714285714
60	0.98899827391246	0.9714285714285714
70	0.98899827391246	0.9714285714285714
80	0.98899827391246	0.9714285714285714
90	0.98899827391246	0.9714285714285714
100	0.98899827391246	0.9714285714285714
