K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.9187309209927406	0.9666136724960255
10	1	2	-0.8024879630211672	0.9682034976152624
10	5	1	-0.8567225056623028	0.9682034976152624
10	5	2	-0.8441019165067623	0.9682034976152624
10	10	1	-0.628063755600103	0.9618441971383148
10	10	2	-0.8590076903031801	0.9682034976152624
20	1	1	-0.8646617411349274	0.9682034976152624
20	1	2	-0.8024879630211672	0.9682034976152624
20	5	1	-0.8567225056623028	0.9682034976152624
20	5	2	-0.8441019165067623	0.9682034976152624
20	10	1	-0.628063755600103	0.9618441971383148
20	10	2	-0.8590076903031801	0.9682034976152624
30	1	1	-0.8646617411349274	0.9682034976152624
30	1	2	-0.8024879630211672	0.9682034976152624
30	5	1	-0.8567225056623028	0.9682034976152624
30	5	2	-0.8441019165067623	0.9682034976152624
30	10	1	-0.628063755600103	0.9618441971383148
30	10	2	-0.8590076903031801	0.9682034976152624
40	1	1	-0.8646617411349274	0.9682034976152624
40	1	2	-0.8024879630211672	0.9682034976152624
40	5	1	-0.8567225056623028	0.9682034976152624
40	5	2	-0.8441019165067623	0.9682034976152624
40	10	1	-1.0162193432329738	0.9634340222575517
40	10	2	-0.8590076903031801	0.9682034976152624
50	1	1	-0.8646617411349274	0.9682034976152624
50	1	2	-0.8024879630211672	0.9682034976152624
50	5	1	-0.8567225056623028	0.9682034976152624
50	5	2	-0.8441019165067623	0.9682034976152624
50	10	1	0.909499020802223	0.9666136724960255
50	10	2	-0.8590076903031801	0.9682034976152624
60	1	1	-0.8646617411349274	0.9682034976152624
60	1	2	-0.8024879630211672	0.9682034976152624
60	5	1	-0.8567225056623028	0.9682034976152624
60	5	2	-0.8441019165067623	0.9682034976152624
60	10	1	0.909499020802223	0.9666136724960255
60	10	2	-0.8590076903031801	0.9682034976152624
70	1	1	-0.8646617411349274	0.9682034976152624
70	1	2	-0.8024879630211672	0.9682034976152624
70	5	1	-0.8567225056623028	0.9682034976152624
70	5	2	-0.8441019165067623	0.9682034976152624
70	10	1	0.8121764290722956	0.9682034976152624
70	10	2	-0.8590076903031801	0.9682034976152624
80	1	1	-0.8646617411349274	0.9682034976152624
80	1	2	-0.8024879630211672	0.9682034976152624
80	5	1	-0.8567225056623028	0.9682034976152624
80	5	2	-0.8441019165067623	0.9682034976152624
80	10	1	0.8121764290722956	0.9682034976152624
80	10	2	-0.8590076903031801	0.9682034976152624
90	1	1	-0.8646617411349274	0.9682034976152624
90	1	2	-0.8024879630211672	0.9682034976152624
90	5	1	-0.8567225056623028	0.9682034976152624
90	5	2	-0.8441019165067623	0.9682034976152624
90	10	1	0.8121764290722956	0.9682034976152624
90	10	2	-0.8590076903031801	0.9682034976152624
100	1	1	-0.8646617411349274	0.9682034976152624
100	1	2	-0.8024879630211672	0.9682034976152624
100	5	1	-0.8567225056623028	0.9682034976152624
100	5	2	-0.8441019165067623	0.9682034976152624
100	10	1	0.8121764290722956	0.9682034976152624
100	10	2	-0.8590076903031801	0.9682034976152624
---------
10	1	1	0.9187309209927406	0.9571428571428572
10	1	2	-0.8024879630211672	0.9714285714285714
10	5	1	-0.8567225056623028	0.9714285714285714
10	5	2	-0.8441019165067623	0.9714285714285714
10	10	1	-0.628063755600103	0.9714285714285714
10	10	2	-0.8590076903031801	0.9714285714285714
20	1	1	-0.8646617411349274	0.9714285714285714
20	1	2	-0.8024879630211672	0.9714285714285714
20	5	1	-0.8567225056623028	0.9714285714285714
20	5	2	-0.8441019165067623	0.9714285714285714
20	10	1	-0.628063755600103	0.9714285714285714
20	10	2	-0.8590076903031801	0.9714285714285714
30	1	1	-0.8646617411349274	0.9714285714285714
30	1	2	-0.8024879630211672	0.9714285714285714
30	5	1	-0.8567225056623028	0.9714285714285714
30	5	2	-0.8441019165067623	0.9714285714285714
30	10	1	-0.628063755600103	0.9714285714285714
30	10	2	-0.8590076903031801	0.9714285714285714
40	1	1	-0.8646617411349274	0.9714285714285714
40	1	2	-0.8024879630211672	0.9714285714285714
40	5	1	-0.8567225056623028	0.9714285714285714
40	5	2	-0.8441019165067623	0.9714285714285714
40	10	1	-1.0162193432329738	0.9714285714285714
40	10	2	-0.8590076903031801	0.9714285714285714
50	1	1	-0.8646617411349274	0.9714285714285714
50	1	2	-0.8024879630211672	0.9714285714285714
50	5	1	-0.8567225056623028	0.9714285714285714
50	5	2	-0.8441019165067623	0.9714285714285714
50	10	1	0.909499020802223	0.9571428571428572
50	10	2	-0.8590076903031801	0.9714285714285714
60	1	1	-0.8646617411349274	0.9714285714285714
60	1	2	-0.8024879630211672	0.9714285714285714
60	5	1	-0.8567225056623028	0.9714285714285714
60	5	2	-0.8441019165067623	0.9714285714285714
60	10	1	0.909499020802223	0.9571428571428572
60	10	2	-0.8590076903031801	0.9714285714285714
70	1	1	-0.8646617411349274	0.9714285714285714
70	1	2	-0.8024879630211672	0.9714285714285714
70	5	1	-0.8567225056623028	0.9714285714285714
70	5	2	-0.8441019165067623	0.9714285714285714
70	10	1	0.8121764290722956	0.9714285714285714
70	10	2	-0.8590076903031801	0.9714285714285714
80	1	1	-0.8646617411349274	0.9714285714285714
80	1	2	-0.8024879630211672	0.9714285714285714
80	5	1	-0.8567225056623028	0.9714285714285714
80	5	2	-0.8441019165067623	0.9714285714285714
