K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	1.0077043820789826	0.9650238473767886
10	1	2	-0.6446062475925858	0.9650238473767886
10	5	1	-0.7370039983223092	0.9682034976152624
10	5	2	-9.168565854461358	0.6502384737678856
10	10	1	-18.192045477733895	0.6502384737678856
10	10	2	-27.215525101006428	0.6502384737678856
20	1	1	1.0077043820789826	0.9650238473767886
20	1	2	-0.6941479064332978	0.9666136724960255
20	5	1	-0.7370039983223092	0.9682034976152624
20	5	2	-9.168565854461358	0.6502384737678856
20	10	1	-18.192045477733895	0.6502384737678856
20	10	2	-27.215525101006428	0.6502384737678856
30	1	1	0.8105936435309443	0.9682034976152624
30	1	2	-0.6941479064332978	0.9666136724960255
30	5	1	-0.7370039983223092	0.9682034976152624
30	5	2	-9.168565854461358	0.6502384737678856
30	10	1	-18.192045477733895	0.6502384737678856
30	10	2	-27.215525101006428	0.6502384737678856
40	1	1	0.8105936435309443	0.9682034976152624
40	1	2	-0.6941479064332978	0.9666136724960255
40	5	1	-0.7370039983223092	0.9682034976152624
40	5	2	-9.168565854461358	0.6502384737678856
40	10	1	-18.192045477733895	0.6502384737678856
40	10	2	-27.215525101006428	0.6502384737678856
50	1	1	0.8105936435309443	0.9682034976152624
50	1	2	-0.832087071612179	0.9682034976152624
50	5	1	-0.7370039983223092	0.9682034976152624
50	5	2	-9.168565854461358	0.6502384737678856
50	10	1	-18.192045477733895	0.6502384737678856
50	10	2	-27.215525101006428	0.6502384737678856
60	1	1	0.8105936435309443	0.9682034976152624
60	1	2	-0.832087071612179	0.9682034976152624
60	5	1	-0.7370039983223092	0.9682034976152624
60	5	2	-9.168565854461358	0.6502384737678856
60	10	1	-18.192045477733895	0.6502384737678856
60	10	2	-27.215525101006428	0.6502384737678856
70	1	1	0.8105936435309443	0.9682034976152624
70	1	2	-0.832087071612179	0.9682034976152624
70	5	1	-0.7370039983223092	0.9682034976152624
70	5	2	-9.168565854461358	0.6502384737678856
70	10	1	-18.192045477733895	0.6502384737678856
70	10	2	-27.215525101006428	0.6502384737678856
80	1	1	0.8105936435309443	0.9682034976152624
80	1	2	-0.832087071612179	0.9682034976152624
80	5	1	-0.7370039983223092	0.9682034976152624
80	5	2	-9.168565854461358	0.6502384737678856
80	10	1	-18.192045477733895	0.6502384737678856
80	10	2	-27.215525101006428	0.6502384737678856
90	1	1	0.8105936435309443	0.9682034976152624
90	1	2	-0.832087071612179	0.9682034976152624
90	5	1	-0.7370039983223092	0.9682034976152624
90	5	2	-9.168565854461358	0.6502384737678856
90	10	1	-18.192045477733895	0.6502384737678856
90	10	2	-27.215525101006428	0.6502384737678856
100	1	1	0.8105936435309443	0.9682034976152624
100	1	2	-0.832087071612179	0.9682034976152624
100	5	1	-0.7370039983223092	0.9682034976152624
100	5	2	-9.168565854461358	0.6502384737678856
100	10	1	-18.192045477733895	0.6502384737678856
100	10	2	-27.215525101006428	0.6502384737678856
---------
10	1	1	1.0077043820789826	0.9714285714285714
10	1	2	-0.6446062475925858	0.9714285714285714
10	5	1	-0.7370039983223092	0.9714285714285714
10	5	2	-9.168565854461358	0.7
10	10	1	-18.192045477733895	0.7
10	10	2	-27.215525101006428	0.7
20	1	1	1.0077043820789826	0.9714285714285714
20	1	2	-0.6941479064332978	0.9714285714285714
20	5	1	-0.7370039983223092	0.9714285714285714
20	5	2	-9.168565854461358	0.7
20	10	1	-18.192045477733895	0.7
20	10	2	-27.215525101006428	0.7
30	1	1	0.8105936435309443	0.9714285714285714
30	1	2	-0.6941479064332978	0.9714285714285714
30	5	1	-0.7370039983223092	0.9714285714285714
30	5	2	-9.168565854461358	0.7
30	10	1	-18.192045477733895	0.7
30	10	2	-27.215525101006428	0.7
40	1	1	0.8105936435309443	0.9714285714285714
40	1	2	-0.6941479064332978	0.9714285714285714
40	5	1	-0.7370039983223092	0.9714285714285714
40	5	2	-9.168565854461358	0.7
40	10	1	-18.192045477733895	0.7
40	10	2	-27.215525101006428	0.7
50	1	1	0.8105936435309443	0.9714285714285714
50	1	2	-0.832087071612179	0.9714285714285714
50	5	1	-0.7370039983223092	0.9714285714285714
50	5	2	-9.168565854461358	0.7
50	10	1	-18.192045477733895	0.7
50	10	2	-27.215525101006428	0.7
60	1	1	0.8105936435309443	0.9714285714285714
60	1	2	-0.832087071612179	0.9714285714285714
60	5	1	-0.7370039983223092	0.9714285714285714
60	5	2	-9.168565854461358	0.7
60	10	1	-18.192045477733895	0.7
60	10	2	-27.215525101006428	0.7
70	1	1	0.8105936435309443	0.9714285714285714
70	1	2	-0.832087071612179	0.9714285714285714
70	5	1	-0.7370039983223092	0.9714285714285714
70	5	2	-9.168565854461358	0.7
70	10	1	-18.192045477733895	0.7
70	10	2	-27.215525101006428	0.7
80	1	1	0.8105936435309443	0.9714285714285714
80	1	2	-0.832087071612179	0.9714285714285714
80	5	1	-0.7370039983223092	0.9714285714285714
80	5	2	-9.168565854461358	0.7
80	10	1	-18.192045477733895	0.7
80	10	2	-27.215525101006428	0.7
90	1	1	0.8105936435309443	0.9714285714285714
90	1	2	-0.832087071612179	0.9714285714285714
90	5	1	-0.7370039983223092	0.9714285714285714
90	5	2	-9.168565854461358	0.7
90	10	1	-18.192045477733895	0.7
90	10	2	-27.215525101006428	0.7
100	1	1	0.8105936435309443	0.9714285714285714
100	1	2	-0.832087071612179	0.9714285714285714
100	5	1	-0.7370039983223092	0.9714285714285714
100	5	2	-9.168565854461358	0.7
100	10	1	-18.192045477733895	0.7
100	10	2	-27.215525101006428	0.7
