K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	-0.9402374920915797	0.9666136724960255
10	1	2	0.9563377321840866	0.9650238473767886
10	5	1	0.8584337851968462	0.9682034976152624
10	5	2	0.8651930183126122	0.9682034976152624
10	10	1	0.8235362911886731	0.9666136724960255
10	10	2	-0.907631031453093	0.9666136724960255
20	1	1	-0.9402374920915797	0.9666136724960255
20	1	2	0.8653014448931984	0.9682034976152624
20	5	1	0.8584337851968462	0.9682034976152624
20	5	2	0.8651930183126122	0.9682034976152624
20	10	1	0.8235362911886731	0.9666136724960255
20	10	2	-0.8634429493856763	0.9682034976152624
30	1	1	-0.9402374920915797	0.9666136724960255
30	1	2	0.8653014448931984	0.9682034976152624
30	5	1	0.8584337851968462	0.9682034976152624
30	5	2	0.8651930183126122	0.9682034976152624
30	10	1	0.8235362911886731	0.9666136724960255
30	10	2	-0.8634429493856763	0.9682034976152624
40	1	1	-0.9402374920915797	0.9666136724960255
40	1	2	0.8653014448931984	0.9682034976152624
40	5	1	0.8584337851968462	0.9682034976152624
40	5	2	0.8651930183126122	0.9682034976152624
40	10	1	0.8235362911886731	0.9666136724960255
40	10	2	-0.8634429493856763	0.9682034976152624
50	1	1	-0.8718110877986603	0.9682034976152624
50	1	2	0.8653014448931984	0.9682034976152624
50	5	1	0.8584337851968462	0.9682034976152624
50	5	2	0.8651930183126122	0.9682034976152624
50	10	1	0.8235362911886731	0.9666136724960255
50	10	2	-0.8634429493856763	0.9682034976152624
60	1	1	-0.8718110877986603	0.9682034976152624
60	1	2	0.8653014448931984	0.9682034976152624
60	5	1	0.8584337851968462	0.9682034976152624
60	5	2	0.8651930183126122	0.9682034976152624
60	10	1	0.8235362911886731	0.9666136724960255
60	10	2	-0.8634429493856763	0.9682034976152624
70	1	1	-0.8718110877986603	0.9682034976152624
70	1	2	0.8653014448931984	0.9682034976152624
70	5	1	0.8584337851968462	0.9682034976152624
70	5	2	0.8651930183126122	0.9682034976152624
70	10	1	0.8235362911886731	0.9666136724960255
70	10	2	-0.8634429493856763	0.9682034976152624
80	1	1	-0.8718110877986603	0.9682034976152624
80	1	2	0.8653014448931984	0.9682034976152624
80	5	1	0.8584337851968462	0.9682034976152624
80	5	2	0.8651930183126122	0.9682034976152624
80	10	1	0.8235362911886731	0.9666136724960255
80	10	2	-0.8634429493856763	0.9682034976152624
90	1	1	-0.8718110877986603	0.9682034976152624
90	1	2	0.8653014448931984	0.9682034976152624
90	5	1	0.8584337851968462	0.9682034976152624
90	5	2	0.8651930183126122	0.9682034976152624
90	10	1	0.8235362911886731	0.9666136724960255
90	10	2	-0.8634429493856763	0.9682034976152624
100	1	1	-0.8718110877986603	0.9682034976152624
100	1	2	0.8653014448931984	0.9682034976152624
100	5	1	0.8584337851968462	0.9682034976152624
100	5	2	0.8651930183126122	0.9682034976152624
100	10	1	0.8235362911886731	0.9666136724960255
100	10	2	-0.8634429493856763	0.9682034976152624
---------
10	1	1	-0.9402374920915797	0.9714285714285714
10	1	2	0.9563377321840866	0.9714285714285714
10	5	1	0.8584337851968462	0.9714285714285714
10	5	2	0.8651930183126122	0.9714285714285714
10	10	1	0.8235362911886731	0.9714285714285714
10	10	2	-0.907631031453093	0.9571428571428572
20	1	1	-0.9402374920915797	0.9714285714285714
20	1	2	0.8653014448931984	0.9714285714285714
20	5	1	0.8584337851968462	0.9714285714285714
20	5	2	0.8651930183126122	0.9714285714285714
20	10	1	0.8235362911886731	0.9714285714285714
20	10	2	-0.8634429493856763	0.9714285714285714
30	1	1	-0.9402374920915797	0.9714285714285714
30	1	2	0.8653014448931984	0.9714285714285714
30	5	1	0.8584337851968462	0.9714285714285714
30	5	2	0.8651930183126122	0.9714285714285714
30	10	1	0.8235362911886731	0.9714285714285714
30	10	2	-0.8634429493856763	0.9714285714285714
40	1	1	-0.9402374920915797	0.9714285714285714
40	1	2	0.8653014448931984	0.9714285714285714
40	5	1	0.8584337851968462	0.9714285714285714
40	5	2	0.8651930183126122	0.9714285714285714
40	10	1	0.8235362911886731	0.9714285714285714
40	10	2	-0.8634429493856763	0.9714285714285714
50	1	1	-0.8718110877986603	0.9714285714285714
50	1	2	0.8653014448931984	0.9714285714285714
50	5	1	0.8584337851968462	0.9714285714285714
50	5	2	0.8651930183126122	0.9714285714285714
50	10	1	0.8235362911886731	0.9714285714285714
50	10	2	-0.8634429493856763	0.9714285714285714
60	1	1	-0.8718110877986603	0.9714285714285714
60	1	2	0.8653014448931984	0.9714285714285714
60	5	1	0.8584337851968462	0.9714285714285714
60	5	2	0.8651930183126122	0.9714285714285714
60	10	1	0.8235362911886731	0.9714285714285714
60	10	2	-0.8634429493856763	0.9714285714285714
70	1	1	-0.8718110877986603	0.9714285714285714
70	1	2	0.8653014448931984	0.9714285714285714
70	5	1	0.8584337851968462	0.9714285714285714
70	5	2	0.8651930183126122	0.9714285714285714
70	10	1	0.8235362911886731	0.9714285714285714
70	10	2	-0.8634429493856763	0.9714285714285714
80	1	1	-0.8718110877986603	0.9714285714285714
80	1	2	0.8653014448931984	0.9714285714285714
80	5	1	0.8584337851968462	0.9714285714285714
80	5	2	0.8651930183126122	0.9714285714285714
80	10	1	0.8235362911886731	0.9714285714285714
80	10	2	-0.8634429493856763	0.9714285714285714
90	1	1	-0.8718110877986603	0.9714285714285714
90	1	2	0.8653014448931984	0.9714285714285714
90	5	1	0.8584337851968462	0.9714285714285714
90	5	2	0.8651930183126122	0.9714285714285714
90	10	1	0.8235362911886731	0.9714285714285714
90	10	2	-0.8634429493856763	0.9714285714285714
100	1	1	-0.8718110877986603	0.9714285714285714
100	1	2	0.8653014448931984	0.9714285714285714
100	5	1	0.8584337851968462	0.9714285714285714
100	5	2	0.8651930183126122	0.9714285714285714
100	10	1	0.8235362911886731	0.9714285714285714
100	10	2	-0.8634429493856763	0.9714285714285714
