K_max	beta	alpha	Best Sigma	Accuracy
10	1	1	0.6630375207531173	0.9634340222575517
10	1	2	0.7452045042060162	0.9666136724960255
10	5	1	-0.854745021733853	0.9682034976152624
10	5	2	-4.343649263513344	0.724960254372019
10	10	1	-9.450606289554754	0.6502384737678856
10	10	2	-14.557563315596154	0.6502384737678856
20	1	1	-0.9341910661147605	0.9666136724960255
20	1	2	0.7452045042060162	0.9666136724960255
20	5	1	-0.854745021733853	0.9682034976152624
20	5	2	-4.343649263513344	0.724960254372019
20	10	1	-9.450606289554754	0.6502384737678856
20	10	2	-14.557563315596154	0.6502384737678856
30	1	1	-0.9341910661147605	0.9666136724960255
30	1	2	0.7452045042060162	0.9666136724960255
30	5	1	-0.854745021733853	0.9682034976152624
30	5	2	-4.343649263513344	0.724960254372019
30	10	1	-9.450606289554754	0.6502384737678856
30	10	2	-14.557563315596154	0.6502384737678856
40	1	1	-0.9341910661147605	0.9666136724960255
40	1	2	-0.813284864137198	0.9682034976152624
40	5	1	-0.854745021733853	0.9682034976152624
40	5	2	-4.343649263513344	0.724960254372019
40	10	1	-9.450606289554754	0.6502384737678856
40	10	2	-14.557563315596154	0.6502384737678856
50	1	1	-0.9341910661147605	0.9666136724960255
50	1	2	-0.813284864137198	0.9682034976152624
50	5	1	-0.854745021733853	0.9682034976152624
50	5	2	-4.343649263513344	0.724960254372019
50	10	1	-9.450606289554754	0.6502384737678856
50	10	2	-14.557563315596154	0.6502384737678856
60	1	1	-0.9341910661147605	0.9666136724960255
60	1	2	-0.813284864137198	0.9682034976152624
60	5	1	-0.854745021733853	0.9682034976152624
60	5	2	-4.343649263513344	0.724960254372019
60	10	1	-9.450606289554754	0.6502384737678856
60	10	2	-14.557563315596154	0.6502384737678856
70	1	1	-0.9341910661147605	0.9666136724960255
70	1	2	-0.813284864137198	0.9682034976152624
70	5	1	-0.854745021733853	0.9682034976152624
70	5	2	-4.343649263513344	0.724960254372019
70	10	1	-9.450606289554754	0.6502384737678856
70	10	2	-14.557563315596154	0.6502384737678856
80	1	1	-0.9341910661147605	0.9666136724960255
80	1	2	-0.813284864137198	0.9682034976152624
80	5	1	-0.854745021733853	0.9682034976152624
80	5	2	-4.343649263513344	0.724960254372019
80	10	1	-9.450606289554754	0.6502384737678856
80	10	2	-14.557563315596154	0.6502384737678856
90	1	1	-0.8569389549123769	0.9682034976152624
90	1	2	-0.813284864137198	0.9682034976152624
90	5	1	-0.854745021733853	0.9682034976152624
90	5	2	-4.343649263513344	0.724960254372019
90	10	1	-9.450606289554754	0.6502384737678856
90	10	2	-14.557563315596154	0.6502384737678856
100	1	1	-0.8569389549123769	0.9682034976152624
100	1	2	-0.813284864137198	0.9682034976152624
100	5	1	-0.854745021733853	0.9682034976152624
100	5	2	-4.343649263513344	0.724960254372019
100	10	1	-9.450606289554754	0.6502384737678856
100	10	2	-14.557563315596154	0.6502384737678856
---------
10	1	1	0.6630375207531173	0.9714285714285714
10	1	2	0.7452045042060162	0.9714285714285714
10	5	1	-0.854745021733853	0.9714285714285714
10	5	2	-4.343649263513344	0.7571428571428571
10	10	1	-9.450606289554754	0.7
10	10	2	-14.557563315596154	0.7
20	1	1	-0.9341910661147605	0.9714285714285714
20	1	2	0.7452045042060162	0.9714285714285714
20	5	1	-0.854745021733853	0.9714285714285714
20	5	2	-4.343649263513344	0.7571428571428571
20	10	1	-9.450606289554754	0.7
20	10	2	-14.557563315596154	0.7
30	1	1	-0.9341910661147605	0.9714285714285714
30	1	2	0.7452045042060162	0.9714285714285714
30	5	1	-0.854745021733853	0.9714285714285714
30	5	2	-4.343649263513344	0.7571428571428571
30	10	1	-9.450606289554754	0.7
30	10	2	-14.557563315596154	0.7
40	1	1	-0.9341910661147605	0.9714285714285714
40	1	2	-0.813284864137198	0.9714285714285714
40	5	1	-0.854745021733853	0.9714285714285714
40	5	2	-4.343649263513344	0.7571428571428571
40	10	1	-9.450606289554754	0.7
40	10	2	-14.557563315596154	0.7
50	1	1	-0.9341910661147605	0.9714285714285714
50	1	2	-0.813284864137198	0.9714285714285714
50	5	1	-0.854745021733853	0.9714285714285714
50	5	2	-4.343649263513344	0.7571428571428571
50	10	1	-9.450606289554754	0.7
50	10	2	-14.557563315596154	0.7
60	1	1	-0.9341910661147605	0.9714285714285714
60	1	2	-0.813284864137198	0.9714285714285714
60	5	1	-0.854745021733853	0.9714285714285714
60	5	2	-4.343649263513344	0.7571428571428571
60	10	1	-9.450606289554754	0.7
60	10	2	-14.557563315596154	0.7
70	1	1	-0.9341910661147605	0.9714285714285714
70	1	2	-0.813284864137198	0.9714285714285714
70	5	1	-0.854745021733853	0.9714285714285714
70	5	2	-4.343649263513344	0.7571428571428571
70	10	1	-9.450606289554754	0.7
70	10	2	-14.557563315596154	0.7
80	1	1	-0.9341910661147605	0.9714285714285714
80	1	2	-0.813284864137198	0.9714285714285714
80	5	1	-0.854745021733853	0.9714285714285714
80	5	2	-4.343649263513344	0.7571428571428571
80	10	1	-9.450606289554754	0.7
80	10	2	-14.557563315596154	0.7
90	1	1	-0.8569389549123769	0.9714285714285714
90	1	2	-0.813284864137198	0.9714285714285714
90	5	1	-0.854745021733853	0.9714285714285714
90	5	2	-4.343649263513344	0.7571428571428571
90	10	1	-9.450606289554754	0.7
90	10	2	-14.557563315596154	0.7
100	1	1	-0.8569389549123769	0.9714285714285714
100	1	2	-0.813284864137198	0.9714285714285714
100	5	1	-0.854745021733853	0.9714285714285714
100	5	2	-4.343649263513344	0.7571428571428571
100	10	1	-9.450606289554754	0.7
100	10	2	-14.557563315596154	0.7
